prompt,completion
"You don't like restaurants further away. If I were you, between Astoria Shish Kebob House and Pita Lite I would go to", Pita Lite
"Someone doesn't like restaurants further away. Between Le Tibet and Flaky Tart, this person should go to", Flaky Tart
"I don't like cheap restaurants. Between Thobors Boulangerie Patisserie Café and Chandni Chowk Restaurant, I should go to", Thobors Boulangerie Patisserie Café
"Between Gorhegorhe and Hero Certified Burgers, the restaurant at a smaller distance is", Gorhegorhe
"You are looking for restaurants further away. If I were you, between Ali's Tandoori Curry House and Flaky Tart I would go to", Ali's Tandoori Curry House
"Someone doesn't like expensive restaurants. Between City Fried Chicken and Conviction, this person should go to", City Fried Chicken
"You don't like the restaurants nearby. Between Sauce on the Danforth and Sakura Ichiban Restaurant, you should go to", Sauce on the Danforth
"Between Chandni Chowk Restaurant and Brussels Bistro, the restaurant with higher price is", Brussels Bistro
"Between Shell and No Bull Burgers, the more affordable restaurant is", No Bull Burgers
"Someone is looking for an expensive restaurant. Between Peter's No Frills and Beach Fish House, this person should go to", Beach Fish House
"Between Shell and Epicure Cafe & Grill, the more affordable restaurant is", Epicure Cafe & Grill
"Someone doesn't like cheap restaurants. Between The Porch Toronto and 808 Social, this person should go to", The Porch Toronto
"You don't like restaurants further away. Between Ali Baba's Middle Eastern Cuisine and City Fried Chicken, you should go to", Ali Baba's Middle Eastern Cuisine
"Between Gorhegorhe and Kenzo Ramen, the more affordable restaurant is", Kenzo Ramen
"Between Hanoi Bistro and Shell, the restaurant with higher price is", Shell
"Between Mymy Chicken and Beach Fish House, the farthest restaurant is", Mymy Chicken
"Someone is looking for an affordable restaurant. Between The Grover Pub and Kom Jug Yuen Restaurant, this person should go to", Kom Jug Yuen Restaurant
"Between Ravi Soups and Golden Joy Hakka Restaurant, the more affordable restaurant is", Golden Joy Hakka Restaurant
"Between Rajput's Bistro 111 and Poorani Vilaas, the restaurant with higher price is", Rajput's Bistro 111
"You don't like cheap restaurants. Between Hanoi Bistro and The Big Carrot, you should go to", The Big Carrot
"Between Sushitto On the Road and Sweet Trolley Bakery, the nearest restaurant is", Sweet Trolley Bakery
"I don't like cheap restaurants. Between Pizza Nova and Ace's Place Bar Grill Hub, I should go to", Ace's Place Bar Grill Hub
"Between Ichiban Sushi and Snakes & Lattes College, the restaurant at a greater distance is", Ichiban Sushi
"Between Bulk Barn and Pho Phuong, the restaurant at a smaller distance is", Bulk Barn
"Between Gorhegorhe and Cinnabon, the restaurant at a greater distance is", Cinnabon
"Between Sushitto On the Road and Casey's Bar & Grill, the nearest restaurant is", Casey's Bar & Grill
"Between Sushi Cafe and Epicure Cafe & Grill, the restaurant with higher price is", Epicure Cafe & Grill
"Between Pizzeria Libretto and The Calvin Bar, the more expensive restaurant is", The Calvin Bar
"You don't like the restaurants nearby. If I were you, between Cinnabon and Ferg's Bar & Grill I would go to", Cinnabon
"You are looking for an expensive restaurant. If I were you, between Kanga Pies and Pizza Nova I would go to", Kanga Pies
"Between Cafe Cocoro and Mong-Kut Thai, the farthest restaurant is", Mong-Kut Thai
"You are looking for an expensive restaurant. Between L'Unita Enoteca and Richmond Kosher Bakery, you should go to", L'Unita Enoteca
"Between Ali's Tandoori Curry House and Brussels Bistro, the restaurant with lower price is", Ali's Tandoori Curry House
"You are looking for an expensive restaurant. If I were you, between Kingsmen Pub & Grill and Brussels Bistro I would go to", Brussels Bistro
"You don't like cheap restaurants. If I were you, between Yes To Fresh and No Bull Burgers I would go to", No Bull Burgers
"Between Lahori Taste and Beach Fish House, the nearest restaurant is", Beach Fish House
"Between Tosto Quickfire Pizza Pasta and Ace's Place Bar Grill Hub, the restaurant at a smaller distance is", Ace's Place Bar Grill Hub
"You are looking for restaurants nearby. If I were you, between The Friendly Thai and Red Lobster I would go to", The Friendly Thai
"Between The Big Carrot and Waterfront Deli, the restaurant with higher price is", The Big Carrot
"Between The Friendly Thai and Le Tibet, the restaurant with lower price is", Le Tibet
"Someone is looking for restaurants further away. Between Yes To Fresh and Starbucks, this person should go to", Starbucks
"Between 808 Social and The Mountain Grill and Juice Bar, the restaurant with lower price is", 808 Social
"Someone is looking for restaurants further away. Between Beach Fish House and Loaded Pierogi, this person should go to", Loaded Pierogi
"Between Athletes Kitchen and Omg Oh My Gyro, the nearest restaurant is", Athletes Kitchen
"Between Ali's Tandoori Curry House and L'Unita Enoteca, the more expensive restaurant is", L'Unita Enoteca
"You don't like restaurants further away. If I were you, between Kenzo Ramen and Sushi Cafe I would go to", Kenzo Ramen
"Between Mymy Chicken and Casey's Bar & Grill, the nearest restaurant is", Casey's Bar & Grill
"Between Chandni Chowk Restaurant and Sushi Q, the farthest restaurant is", Chandni Chowk Restaurant
"I'm looking for an expensive restaurant. Between Casey's Bar & Grill and Conviction, I should go to", Conviction
"You don't like restaurants further away. If I were you, between Barcelona Tavern and L'Unita Enoteca I would go to", L'Unita Enoteca
"I'm looking for an affordable restaurant. Between Gorhegorhe and Mong-Kut Thai, I should go to", Mong-Kut Thai
"I don't like expensive restaurants. Between Victory Cafe and Pita Lite, I should go to", Pita Lite
"Someone doesn't like restaurants further away. Between Ichiban Sushi and Rajput's Bistro 111, this person should go to", Rajput's Bistro 111
"Between Hero Certified Burgers and Casey's Bar & Grill, the restaurant at a greater distance is", Hero Certified Burgers
"Between Casey's Bar & Grill and What A Bagel, the restaurant with lower price is", What A Bagel
"Between Sunnyside Pavilion Cafe and Tosto Quickfire Pizza Pasta, the restaurant at a greater distance is", Tosto Quickfire Pizza Pasta
"You don't like restaurants further away. If I were you, between Sushi Cafe and Pizza Nova I would go to", Pizza Nova
"Between Hero Certified Burgers and Kom Jug Yuen Restaurant, the restaurant with higher price is", Hero Certified Burgers
"Between Athletes Kitchen and Vesta Lunch, the more expensive restaurant is", Athletes Kitchen
"Between What A Bagel and Flaky Tart, the restaurant with higher price is", Flaky Tart
"Between Pho Phuong and Vesta Lunch, the farthest restaurant is", Pho Phuong
"Between Vesta Lunch and Bulk Barn, the restaurant at a greater distance is", Bulk Barn
"Between Kenzo Ramen and Riverdale Perk Cafe, the farthest restaurant is", Riverdale Perk Cafe
"Between The Calvin Bar and Ferg's Bar & Grill, the more affordable restaurant is", Ferg's Bar & Grill
"I'm looking for an affordable restaurant. Between Lageez and Golden Joy Hakka Restaurant, I should go to", Golden Joy Hakka Restaurant
"You don't like restaurants further away. Between Pizzeria Libretto and Snakes & Lattes College, you should go to", Pizzeria Libretto
"Between Starbucks and Snakes & Lattes College, the more expensive restaurant is", Snakes & Lattes College
"Between Kenzo Ramen and Poorani Vilaas, the restaurant with higher price is", Kenzo Ramen
"You are looking for an expensive restaurant. Between Sakura Ichiban Restaurant and The Calvin Bar, you should go to", The Calvin Bar
"Between L'Unita Enoteca and Sauce on the Danforth, the restaurant with higher price is", L'Unita Enoteca
"Between Xawaash and Astoria Shish Kebob House, the restaurant at a smaller distance is", Xawaash
"You don't like expensive restaurants. Between Sushi Cafe and Sakura Ichiban Restaurant, you should go to", Sushi Cafe
"Between Red Lobster and Seoulicious, the restaurant at a smaller distance is", Red Lobster
"You are looking for restaurants further away. If I were you, between Aroma Espresso Bar and Victory Cafe I would go to", Victory Cafe
"You are looking for an expensive restaurant. If I were you, between Kenzo Ramen and Peter's No Frills I would go to", Kenzo Ramen
"I don't like restaurants further away. Between Kanga Pies and Sushitto On the Road, I should go to", Kanga Pies
"Between Pizza Nova and Second Cup, the restaurant with lower price is", Pizza Nova
"You don't like expensive restaurants. If I were you, between City Fried Chicken and Red Lobster I would go to", City Fried Chicken
"Someone doesn't like the restaurants nearby. Between Magic Oven and Sauce on the Danforth, this person should go to", Sauce on the Danforth
"You don't like the restaurants nearby. If I were you, between Sushi Cafe and Ali Baba's Middle Eastern Cuisine I would go to", Sushi Cafe
"Between Cafe Cocoro and Casey's Bar & Grill, the restaurant with lower price is", Cafe Cocoro
"You are looking for an expensive restaurant. Between Gorhegorhe and Ali's Tandoori Curry House, you should go to", Gorhegorhe
"Between 808 Social and Victory Cafe, the more affordable restaurant is", 808 Social
"Between Mong-Kut Thai and Casey's Bar & Grill, the farthest restaurant is", Mong-Kut Thai
"I'm looking for restaurants nearby. Between Brussels Bistro and Rajput's Bistro 111, I should go to", Brussels Bistro
"Between What A Bagel and Waterfront Deli, the nearest restaurant is", Waterfront Deli
"Between Lageez and Sushitto On the Road, the farthest restaurant is", Sushitto On the Road
"Between Rol Jui Seafood Restaurant and Sweet Trolley Bakery, the more expensive restaurant is", Rol Jui Seafood Restaurant
"Between Ichiban Sushi and Peter's No Frills, the restaurant at a greater distance is", Ichiban Sushi
"Between The Grover Pub and Hanoi Bistro, the more affordable restaurant is", Hanoi Bistro
"Between Kingsmen Pub & Grill and Pho Phuong, the restaurant at a greater distance is", Pho Phuong
"I don't like expensive restaurants. Between The Mountain Grill and Juice Bar and What A Bagel, I should go to", What A Bagel
"Someone doesn't like the restaurants nearby. Between Noah's Natural Foods and Yes To Fresh, this person should go to", Noah's Natural Foods
"I don't like restaurants further away. Between Peter's No Frills and Sushi Cafe, I should go to", Peter's No Frills
"Between The Friendly Thai and City Fried Chicken, the nearest restaurant is", The Friendly Thai
"Between Rol Jui Seafood Restaurant and Peter's No Frills, the more affordable restaurant is", Peter's No Frills
"Between Victory Cafe and Cygnet Coffee, the more expensive restaurant is", Victory Cafe
"Between Omg Oh My Gyro and Rajput's Bistro 111, the more affordable restaurant is", Omg Oh My Gyro
"You are looking for an expensive restaurant. If I were you, between The Calvin Bar and Asuka Japanese Restaurant I would go to", The Calvin Bar
"I'm looking for an expensive restaurant. Between Lahori Taste and Chandni Chowk Restaurant, I should go to", Lahori Taste
"Between Aroma Espresso Bar and Chandni Chowk Restaurant, the restaurant with higher price is", Aroma Espresso Bar
"Someone doesn't like cheap restaurants. Between Brussels Bistro and Kingsmen Pub & Grill, this person should go to", Brussels Bistro
"I don't like restaurants further away. Between Brussels Bistro and Snakes & Lattes College, I should go to", Brussels Bistro
"Between Riverdale Perk Cafe and Bibab Express, the more expensive restaurant is", Riverdale Perk Cafe
"Someone doesn't like expensive restaurants. Between Richmond Kosher Bakery and Cafe Cocoro, this person should go to", Cafe Cocoro
"Between 808 Social and King Palace, the restaurant at a greater distance is", 808 Social
"You are looking for restaurants further away. Between Lahori Taste and Cinnabon, you should go to", Lahori Taste
"Between Sakura Ichiban Restaurant and City Fried Chicken, the farthest restaurant is", City Fried Chicken
"Between Shell and Aroma Espresso Bar, the restaurant with lower price is", Aroma Espresso Bar
"You are looking for restaurants nearby. Between Barcelona Tavern and Asuka Japanese Restaurant, you should go to", Asuka Japanese Restaurant
"Between Loaded Pierogi and Sweet Trolley Bakery, the restaurant with lower price is", Sweet Trolley Bakery
"Between Red Lobster and Waterfront Deli, the more expensive restaurant is", Red Lobster
"Someone doesn't like restaurants further away. Between Ali Baba's Middle Eastern Cuisine and Pizza Nova, this person should go to", Ali Baba's Middle Eastern Cuisine
"Between Poorani Vilaas and Mong-Kut Thai, the restaurant with lower price is", Poorani Vilaas
"You are looking for restaurants further away. Between The Porch Toronto and Pizza Nova, you should go to", Pizza Nova
"Between Kingsmen Pub & Grill and Nikko Sushi, the restaurant at a greater distance is", Kingsmen Pub & Grill
"I'm looking for restaurants nearby. Between What A Bagel and The Mountain Grill and Juice Bar, I should go to", What A Bagel
"Someone doesn't like the restaurants nearby. Between Shell and Vesta Lunch, this person should go to", Shell
"Between Lahori Taste and Poorani Vilaas, the more expensive restaurant is", Lahori Taste
"Between Ace's Place Bar Grill Hub and Flaky Tart, the restaurant with higher price is", Flaky Tart
"You are looking for an expensive restaurant. Between Garden Restaurant and Waterfront Deli, you should go to", Garden Restaurant
"You don't like expensive restaurants. Between Sushi Q and Peter's No Frills, you should go to", Peter's No Frills
"Between Asuka Japanese Restaurant and Golden Joy Hakka Restaurant, the more expensive restaurant is", Asuka Japanese Restaurant
"Between Mymy Chicken and Kom Jug Yuen Restaurant, the restaurant at a smaller distance is", Kom Jug Yuen Restaurant
"Between Sakura Ichiban Restaurant and City Fried Chicken, the restaurant at a greater distance is", City Fried Chicken
"I don't like restaurants further away. Between Epicure Cafe & Grill and Ali Baba's Middle Eastern Cuisine, I should go to", Ali Baba's Middle Eastern Cuisine
"Between Lageez and Hanoi Bistro, the more expensive restaurant is", Lageez
"Between Sakura Ichiban Restaurant and 808 Social, the restaurant at a greater distance is", 808 Social
"Someone is looking for an affordable restaurant. Between Chandni Chowk Restaurant and Nikko Sushi, this person should go to", Chandni Chowk Restaurant
"Between The Calvin Bar and The Porch Toronto, the more affordable restaurant is", The Porch Toronto
"Between Red Lobster and What A Bagel, the restaurant with higher price is", Red Lobster
"Between Second Cup and Le Tibet, the restaurant at a greater distance is", Le Tibet
"Someone is looking for restaurants further away. Between Sushitto On the Road and Sakura Ichiban Restaurant, this person should go to", Sushitto On the Road
"Between Pita Lite and Mong-Kut Thai, the restaurant at a smaller distance is", Pita Lite
"I don't like expensive restaurants. Between Ali Baba's Middle Eastern Cuisine and Kanga Pies, I should go to", Ali Baba's Middle Eastern Cuisine
"You are looking for an affordable restaurant. If I were you, between Pizza Nova and L'Unita Enoteca I would go to", Pizza Nova
"You don't like the restaurants nearby. Between The Big Carrot and L'Unita Enoteca, you should go to", L'Unita Enoteca
"Between Beach Fish House and 808 Social, the nearest restaurant is", Beach Fish House
"Between Waterfront Deli and Magic Oven, the nearest restaurant is", Waterfront Deli
"You are looking for an expensive restaurant. If I were you, between Flaky Tart and Ravi Soups I would go to", Flaky Tart
"Between Waterfront Deli and Riverdale Perk Cafe, the nearest restaurant is", Waterfront Deli
"I'm looking for restaurants further away. Between Ali's Tandoori Curry House and Kanga Pies, I should go to", Ali's Tandoori Curry House
"Between Loaded Pierogi and The Calvin Bar, the restaurant with higher price is", The Calvin Bar
"You are looking for restaurants further away. Between The Calvin Bar and Casey's Bar & Grill, you should go to", The Calvin Bar
"Between Peter's No Frills and The Calvin Bar, the restaurant with higher price is", The Calvin Bar
"I don't like the restaurants nearby. Between Beach Fish House and Mymy Chicken, I should go to", Mymy Chicken
"Between Starbucks and King Palace, the more expensive restaurant is", King Palace
"You don't like restaurants further away. If I were you, between The World Carribean Bistro and Garden Restaurant I would go to", The World Carribean Bistro
"Between Pizza Nova and Pizzeria Libretto, the farthest restaurant is", Pizza Nova
"Someone doesn't like restaurants further away. Between Pho 88 Viet Thai Cuisine and Casey's Bar & Grill, this person should go to", Casey's Bar & Grill
"Between Dim Sum King Seafood Restaurant and Vesta Lunch, the more expensive restaurant is", Dim Sum King Seafood Restaurant
"Someone doesn't like expensive restaurants. Between Waterfront Deli and Barcelona Tavern, this person should go to", Waterfront Deli
"Between Sushitto On the Road and Poorani Vilaas, the restaurant with higher price is", Sushitto On the Road
"Between Thobors Boulangerie Patisserie Café and Kom Jug Yuen Restaurant, the more expensive restaurant is", Thobors Boulangerie Patisserie Café
"Between United Bakers Dairy Restaurant and The Big Carrot, the nearest restaurant is", The Big Carrot
"You are looking for restaurants further away. If I were you, between Sakura Ichiban Restaurant and Kingsmen Pub & Grill I would go to", Kingsmen Pub & Grill
"Between Populus and The Calvin Bar, the more affordable restaurant is", Populus
"Between Cocina Economica and The Porch Toronto, the nearest restaurant is", The Porch Toronto
"Between Victory Cafe and Chinese Burger, the restaurant at a smaller distance is", Chinese Burger
"Between Cafe Cocoro and Lageez, the restaurant with higher price is", Lageez
"Someone is looking for restaurants nearby. Between Sushitto On the Road and Aroma Espresso Bar, this person should go to", Aroma Espresso Bar
"Between Zavida Coffee Roasters and Kom Jug Yuen Restaurant, the restaurant at a greater distance is", Kom Jug Yuen Restaurant
"Between Brussels Bistro and Omg Oh My Gyro, the restaurant with lower price is", Omg Oh My Gyro
"Between Athletes Kitchen and Nikko Sushi, the farthest restaurant is", Athletes Kitchen
"You don't like the restaurants nearby. If I were you, between Astoria Shish Kebob House and Ace's Place Bar Grill Hub I would go to", Astoria Shish Kebob House
"Between Hue's Kitchen and Asuka Japanese Restaurant, the restaurant at a smaller distance is", Asuka Japanese Restaurant
"Between Golden Joy Hakka Restaurant and Ali's Tandoori Curry House, the restaurant with lower price is", Golden Joy Hakka Restaurant
"You are looking for an expensive restaurant. If I were you, between Conviction and Bibab Express I would go to", Conviction
"I don't like cheap restaurants. Between Loaded Pierogi and Shell, I should go to", Shell
"Between Omg Oh My Gyro and Snakes & Lattes College, the more affordable restaurant is", Omg Oh My Gyro
"Between Shell and Seoulicious, the restaurant with lower price is", Seoulicious
"Someone doesn't like restaurants further away. Between What A Bagel and The Grover Pub, this person should go to", What A Bagel
"Between The Calvin Bar and Rajput's Bistro 111, the farthest restaurant is", The Calvin Bar
"Between Astoria Shish Kebob House and City Fried Chicken, the nearest restaurant is", City Fried Chicken
"I don't like expensive restaurants. Between Sweet Trolley Bakery and Loaded Pierogi, I should go to", Sweet Trolley Bakery
"Someone doesn't like restaurants further away. Between Sauce on the Danforth and Garden Restaurant, this person should go to", Garden Restaurant
"Between No Bull Burgers and Flaky Tart, the restaurant at a smaller distance is", Flaky Tart
"Between Riverdale Perk Cafe and Kom Jug Yuen Restaurant, the more affordable restaurant is", Kom Jug Yuen Restaurant
"You don't like restaurants further away. If I were you, between Nikko Sushi and Richmond Kosher Bakery I would go to", Nikko Sushi
"Between King Palace and Flaky Tart, the more expensive restaurant is", Flaky Tart
"Between Pita Lite and Pizzeria Libretto, the more affordable restaurant is", Pita Lite
"I don't like expensive restaurants. Between Conviction and The Calvin Bar, I should go to", The Calvin Bar
"Someone is looking for restaurants nearby. Between Loaded Pierogi and The Porch Toronto, this person should go to", The Porch Toronto
"You don't like the restaurants nearby. If I were you, between Barcelona Tavern and Second Cup I would go to", Barcelona Tavern
"You are looking for restaurants further away. Between Cafe Cocoro and Thobors Boulangerie Patisserie Café, you should go to", Thobors Boulangerie Patisserie Café
"Between Chandni Chowk Restaurant and Pho 88 Viet Thai Cuisine, the restaurant with lower price is", Chandni Chowk Restaurant
"You don't like restaurants further away. Between Omg Oh My Gyro and Pita Lite, you should go to", Pita Lite
"You don't like the restaurants nearby. Between Ace's Place Bar Grill Hub and Seoulicious, you should go to", Seoulicious
"Between Cinnabon and Beach Fish House, the farthest restaurant is", Cinnabon
"Between Snakes & Lattes College and Lageez, the farthest restaurant is", Snakes & Lattes College
"Between Cafe Cocoro and Mymy Chicken, the restaurant with lower price is", Cafe Cocoro
"Between Omg Oh My Gyro and The Big Carrot, the restaurant at a greater distance is", Omg Oh My Gyro
"Between Gorhegorhe and Conviction, the restaurant at a greater distance is", Conviction
"Between Pizzeria Libretto and Seoulicious, the restaurant at a greater distance is", Seoulicious
"Between Mymy Chicken and Ali Baba's Middle Eastern Cuisine, the nearest restaurant is", Ali Baba's Middle Eastern Cuisine
"Between Chandni Chowk Restaurant and Snakes & Lattes College, the more expensive restaurant is", Snakes & Lattes College
"Between Vesta Lunch and Xawaash, the restaurant with higher price is", Xawaash
"Between The Mountain Grill and Juice Bar and Flaky Tart, the more affordable restaurant is", The Mountain Grill and Juice Bar
"Someone is looking for restaurants further away. Between Ali Baba's Middle Eastern Cuisine and Thobors Boulangerie Patisserie Café, this person should go to", Thobors Boulangerie Patisserie Café
"Between Snakes & Lattes College and Waterfront Deli, the restaurant with lower price is", Waterfront Deli
"You are looking for restaurants further away. Between Hue's Kitchen and Brussels Bistro, you should go to", Hue's Kitchen
"I'm looking for an affordable restaurant. Between Waterfront Deli and Gorhegorhe, I should go to", Waterfront Deli
"Between Gorhegorhe and Sakura Ichiban Restaurant, the restaurant with lower price is", Sakura Ichiban Restaurant
"Between Xawaash and Starbucks, the restaurant with lower price is", Starbucks
"Someone doesn't like restaurants further away. Between Gorhegorhe and Sushitto On the Road, this person should go to", Gorhegorhe
"I'm looking for an affordable restaurant. Between Mymy Chicken and Starbucks, I should go to", Starbucks
"I don't like the restaurants nearby. Between Cafe Cocoro and Lahori Taste, I should go to", Lahori Taste
"You are looking for an expensive restaurant. Between United Bakers Dairy Restaurant and Conviction, you should go to", Conviction
"You don't like restaurants further away. Between Nikko Sushi and Richmond Kosher Bakery, you should go to", Nikko Sushi
"You don't like restaurants further away. Between Xawaash and Cocina Economica, you should go to", Xawaash
"You are looking for restaurants nearby. Between Zavida Coffee Roasters and Thobors Boulangerie Patisserie Café, you should go to", Zavida Coffee Roasters
"Between Starbucks and Xawaash, the restaurant at a smaller distance is", Xawaash
"Between Chinese Burger and Hue's Kitchen, the nearest restaurant is", Chinese Burger
"Between Sushi Q and Ichiban Sushi, the farthest restaurant is", Ichiban Sushi
"Between Ravi Soups and Cinnabon, the restaurant at a greater distance is", Cinnabon
"Between Vesta Lunch and Bamboo Cafe Chinese Restaurant, the restaurant with lower price is", Vesta Lunch
"Between Zavida Coffee Roasters and The Mountain Grill and Juice Bar, the nearest restaurant is", Zavida Coffee Roasters
"Between Hue's Kitchen and Sushi Q, the farthest restaurant is", Hue's Kitchen
"Between Le Tibet and Sushi Q, the restaurant at a smaller distance is", Sushi Q
"You don't like expensive restaurants. If I were you, between Zavida Coffee Roasters and Hue's Kitchen I would go to", Hue's Kitchen
"You don't like restaurants further away. Between The Calvin Bar and Ferg's Bar & Grill, you should go to", Ferg's Bar & Grill
"Someone is looking for an affordable restaurant. Between Chandni Chowk Restaurant and Gorhegorhe, this person should go to", Chandni Chowk Restaurant
"Between Tosto Quickfire Pizza Pasta and Populus, the nearest restaurant is", Tosto Quickfire Pizza Pasta
"Between Sushi Q and Seoulicious, the nearest restaurant is", Sushi Q
"I don't like the restaurants nearby. Between Second Cup and The Grover Pub, I should go to", The Grover Pub
"You don't like cheap restaurants. If I were you, between Astoria Shish Kebob House and Brussels Bistro I would go to", Brussels Bistro
"Between Chandni Chowk Restaurant and Tosto Quickfire Pizza Pasta, the restaurant with lower price is", Chandni Chowk Restaurant
"Between Loaded Pierogi and The Friendly Thai, the farthest restaurant is", Loaded Pierogi
"Between Ferg's Bar & Grill and Peter's No Frills, the nearest restaurant is", Ferg's Bar & Grill
"I don't like expensive restaurants. Between Riverdale Perk Cafe and Ali Baba's Middle Eastern Cuisine, I should go to", Ali Baba's Middle Eastern Cuisine
"Between L'Unita Enoteca and Cygnet Coffee, the more expensive restaurant is", L'Unita Enoteca
"You don't like restaurants further away. Between Riverdale Perk Cafe and Magic Oven, you should go to", Magic Oven
"Between King Palace and Lahori Taste, the nearest restaurant is", King Palace
"Between Mong-Kut Thai and Ace's Place Bar Grill Hub, the nearest restaurant is", Ace's Place Bar Grill Hub
"Between What A Bagel and Pizzeria Libretto, the farthest restaurant is", What A Bagel
"Between Pho Phuong and Kom Jug Yuen Restaurant, the restaurant at a greater distance is", Pho Phuong
"You don't like the restaurants nearby. If I were you, between The Calvin Bar and The Friendly Thai I would go to", The Calvin Bar
"You are looking for restaurants nearby. If I were you, between Cinnabon and Ravi Soups I would go to", Ravi Soups
"You don't like the restaurants nearby. Between Seoulicious and Cinnabon, you should go to", Seoulicious
"Between Poorani Vilaas and Garden Restaurant, the more affordable restaurant is", Poorani Vilaas
"Someone is looking for restaurants nearby. Between Seoulicious and Second Cup, this person should go to", Second Cup
"Between Astoria Shish Kebob House and Rajput's Bistro 111, the farthest restaurant is", Astoria Shish Kebob House
"Between Cafe Cocoro and Ace's Place Bar Grill Hub, the more affordable restaurant is", Cafe Cocoro
"Someone is looking for restaurants nearby. Between Chinese Burger and United Bakers Dairy Restaurant, this person should go to", Chinese Burger
"Between Kom Jug Yuen Restaurant and Second Cup, the restaurant with higher price is", Second Cup
"You are looking for restaurants further away. If I were you, between Sushi Cafe and L'Unita Enoteca I would go to", Sushi Cafe
"You are looking for restaurants further away. Between Athletes Kitchen and Sakura Ichiban Restaurant, you should go to", Athletes Kitchen
"Between Pho Phuong and Cafe Cocoro, the restaurant with lower price is", Cafe Cocoro
"Between Cygnet Coffee and Nikko Sushi, the nearest restaurant is", Nikko Sushi
"Someone doesn't like restaurants further away. Between Starbucks and Nikko Sushi, this person should go to", Nikko Sushi
"Between Pizza Nova and Ferg's Bar & Grill, the restaurant with higher price is", Ferg's Bar & Grill
"You don't like cheap restaurants. If I were you, between Pizza Nova and Kenzo Ramen I would go to", Kenzo Ramen
"Someone is looking for restaurants further away. Between Magic Oven and Omg Oh My Gyro, this person should go to", Omg Oh My Gyro
"You don't like restaurants further away. If I were you, between Seoulicious and Cinnabon I would go to", Cinnabon
"I don't like the restaurants nearby. Between Dim Sum King Seafood Restaurant and Sakura Ichiban Restaurant, I should go to", Dim Sum King Seafood Restaurant
"Someone doesn't like cheap restaurants. Between Cafe Cocoro and Lageez, this person should go to", Lageez
"You are looking for restaurants nearby. Between Sauce on the Danforth and Lageez, you should go to", Lageez
"Between Ferg's Bar & Grill and Poorani Vilaas, the more expensive restaurant is", Ferg's Bar & Grill
"Between Zavida Coffee Roasters and Hue's Kitchen, the farthest restaurant is", Hue's Kitchen
"Between Ravi Soups and Conviction, the restaurant with lower price is", Ravi Soups
"You don't like restaurants further away. If I were you, between Richmond Kosher Bakery and City Fried Chicken I would go to", City Fried Chicken
"Between Kom Jug Yuen Restaurant and Bulk Barn, the more affordable restaurant is", Kom Jug Yuen Restaurant
"Between Cygnet Coffee and Lahori Taste, the restaurant with lower price is", Cygnet Coffee
"Someone doesn't like expensive restaurants. Between Beach Fish House and The Calvin Bar, this person should go to", Beach Fish House
"Between The Grover Pub and Yes To Fresh, the restaurant at a greater distance is", The Grover Pub
"You are looking for an expensive restaurant. Between Noah's Natural Foods and Hanoi Bistro, you should go to", Noah's Natural Foods
"Between Conviction and The Calvin Bar, the more expensive restaurant is", Conviction
"Between Cygnet Coffee and Sauce on the Danforth, the restaurant at a greater distance is", Sauce on the Danforth
"Between L'Unita Enoteca and Ali's Tandoori Curry House, the restaurant with lower price is", Ali's Tandoori Curry House
"You don't like restaurants further away. Between Cocina Economica and Pizzeria Libretto, you should go to", Pizzeria Libretto
"Between Vesta Lunch and Lageez, the more affordable restaurant is", Vesta Lunch
"You are looking for restaurants further away. Between Sweet Trolley Bakery and Victory Cafe, you should go to", Victory Cafe
"You are looking for restaurants nearby. Between Yes To Fresh and Cafe Cocoro, you should go to", Yes To Fresh
"Between Lageez and Omg Oh My Gyro, the restaurant at a greater distance is", Omg Oh My Gyro
"Someone doesn't like expensive restaurants. Between Vesta Lunch and Sushi Q, this person should go to", Vesta Lunch
"I'm looking for an expensive restaurant. Between Magic Oven and Pita Lite, I should go to", Magic Oven
"You are looking for an expensive restaurant. If I were you, between Omg Oh My Gyro and Cinnabon I would go to", Cinnabon
"Between Bibab Express and Mong-Kut Thai, the more affordable restaurant is", Bibab Express
"Between Kingsmen Pub & Grill and Hue's Kitchen, the more expensive restaurant is", Kingsmen Pub & Grill
"Someone doesn't like restaurants further away. Between Noah's Natural Foods and Ali's Tandoori Curry House, this person should go to", Noah's Natural Foods
"Between Kom Jug Yuen Restaurant and Snakes & Lattes College, the more expensive restaurant is", Snakes & Lattes College
"You don't like the restaurants nearby. If I were you, between What A Bagel and Waterfront Deli I would go to", What A Bagel
"You don't like expensive restaurants. If I were you, between Asuka Japanese Restaurant and Omg Oh My Gyro I would go to", Omg Oh My Gyro
"You are looking for an expensive restaurant. If I were you, between Snakes & Lattes College and Kom Jug Yuen Restaurant I would go to", Snakes & Lattes College
"Between Flaky Tart and Ichiban Sushi, the more affordable restaurant is", Ichiban Sushi
"Between Thobors Boulangerie Patisserie Café and Cafe Cocoro, the farthest restaurant is", Thobors Boulangerie Patisserie Café
"You are looking for restaurants further away. Between Vesta Lunch and Sushitto On the Road, you should go to", Sushitto On the Road
"Between Populus and Kom Jug Yuen Restaurant, the more expensive restaurant is", Populus
"Between Lageez and No Bull Burgers, the restaurant at a greater distance is", No Bull Burgers
"Someone doesn't like expensive restaurants. Between Sushi Q and Cygnet Coffee, this person should go to", Cygnet Coffee
