,prompt,answer,top_predictions,score
365,"Q: Is the following sentence plausible? ""Nicklas Backstrom scored on the power play.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'YES']",True
366,"Q: Is the following sentence plausible? ""Trent Grisham struck out in the National League Championship Series.""
A: The answer is ->",yes,"['no', 'yes', 'yeah', 'No', 'o']",False
367,"Q: Is the following sentence plausible? ""Jonathan Marchessault beat the buzzer in the NBA Championship.""
A: The answer is ->",no,"['yes', 'no', 'es', 'Yes', 'YES']",False
368,"Q: Is the following sentence plausible? ""Kendrick Nunn took a charge.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'YES']",True
369,"Q: Is the following sentence plausible? ""John Brown went for it on fourth down in the NFC championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'o', 'Yes']",True
370,"Q: Is the following sentence plausible? ""A.J. Green converted the double play.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'nobody']",True
371,"Q: Is the following sentence plausible? ""Edinson Cavani skated behind the net.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
372,"Q: Is the following sentence plausible? ""Darijo Srna got on the end of a through ball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
373,"Q: Is the following sentence plausible? ""Toni Kroos was caught offsides.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
374,"Q: Is the following sentence plausible? ""Brent Burns hit a double.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
375,"Q: Is the following sentence plausible? ""Patrik Laine entered the attacking zone in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
376,"Q: Is the following sentence plausible? ""Nicklas Backstrom earned a trip to the penalty box.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'YES']",True
377,"Q: Is the following sentence plausible? ""Brendan Gallagher spent time in the penalty box in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
378,"Q: Is the following sentence plausible? ""Christian Yelich headed back to the dugout.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'No']",True
379,"Q: Is the following sentence plausible? ""Chris Godwin earned an indirect kick.""
A: The answer is ->",no,"['no', 'yes', 'o', 'was', 'soccer']",True
380,"Q: Is the following sentence plausible? ""Zach Plesac was perfect from the line.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'es']",True
381,"Q: Is the following sentence plausible? ""Jack Flaherty hit a walkoff homer.""
A: The answer is ->",yes,"['yes', 'es', 'yeah', 'Yes', 'YES']",True
382,"Q: Is the following sentence plausible? ""Vladimir Guerrero Jr. took a side-step three in the NBA Championship.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
383,"Q: Is the following sentence plausible? ""Juan Mata scored a bicycle kick in the Champions League Final.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
384,"Q: Is the following sentence plausible? ""John Terry scored in added time.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
385,"Q: Is the following sentence plausible? ""Jimmy Garoppolo scored in the shootout in the Stanley Cup.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'nobody']",True
386,"Q: Is the following sentence plausible? ""Ramires scored a header goal.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
387,"Q: Is the following sentence plausible? ""Fred VanVleet passed the puck.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'es']",True
388,"Q: Is the following sentence plausible? ""Mathieu Valbuena was caught offsides.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
389,"Q: Is the following sentence plausible? ""Allen Robinson gained five yards.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
390,"Q: Is the following sentence plausible? ""Tyler Glasnow watched the pitch go by.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'YES', 'yeah']",True
391,"Q: Is the following sentence plausible? ""T.J. McConnell committed a blocking foul in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes']",True
392,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 swung to protect the runner.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'nobody']",True
393,"Q: Is the following sentence plausible? ""Blake Snell was safe at first.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'No']",True
394,"Q: Is the following sentence plausible? ""Matthew Stafford hit the back of the rim.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'es']",True
395,"Q: Is the following sentence plausible? ""Wesley Sneijder hit the wheel route.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
396,"Q: Is the following sentence plausible? ""Jonas Valanciunas nutmegged the defender.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'es']",True
397,"Q: Is the following sentence plausible? ""Mika Zibanejad performed a give and go in the FA Cup.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'not']",True
398,"Q: Is the following sentence plausible? ""Evan Fournier got into the endzone.""
A: The answer is ->",no,"['no', 'yes', 'o', 'football', 'No']",True
399,"Q: Is the following sentence plausible? ""Jakub Vrana shot the puck.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
400,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 shot the puck.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'es']",True
401,"Q: Is the following sentence plausible? ""Klaas Jan Huntelaar caught the back shoulder fade.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'yeah']",True
402,"Q: Is the following sentence plausible? ""Thomas Muller hit a triple.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
403,"Q: Is the following sentence plausible? ""Yoan Moncada was called for icing.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
404,"Q: Is the following sentence plausible? ""Zack Greinke pitched a complete game.""
A: The answer is ->",yes,"['yes', 'no', 'yeah', 'es', 'Yes']",True
405,"Q: Is the following sentence plausible? ""Brandin Cooks backhanded a shot.""
A: The answer is ->",no,"['no', 'yes', 'o', 'none', 'nobody']",True
406,"Q: Is the following sentence plausible? ""Deshaun Watson was called for icing.""
A: The answer is ->",no,"['no', 'yes', 'es', 'o', 'No']",True
407,"Q: Is the following sentence plausible? ""Juan Soto scored in the shootout.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'nobody']",True
