prompt,completion
"Between Bamboo Cafe Chinese Restaurant and What A Bagel, the restaurant at a greater distance is", What A Bagel
"Between Magic Oven and Flaky Tart, the restaurant with lower price is", Magic Oven
"Between Dim Sum King Seafood Restaurant and Cygnet Coffee, the more affordable restaurant is", Cygnet Coffee
"Between Aroma Espresso Bar and Barcelona Tavern, the restaurant at a smaller distance is", Aroma Espresso Bar
"Between Waterfront Deli and Kenzo Ramen, the restaurant at a greater distance is", Kenzo Ramen
"I don't like cheap restaurants. Between Kanga Pies and What A Bagel, I should go to", Kanga Pies
"Between Kom Jug Yuen Restaurant and Kingsmen Pub & Grill, the restaurant with lower price is", Kom Jug Yuen Restaurant
"I'm looking for an affordable restaurant. Between Cygnet Coffee and The Grover Pub, I should go to", Cygnet Coffee
"Between Sakura Ichiban Restaurant and The Calvin Bar, the nearest restaurant is", Sakura Ichiban Restaurant
"Between Chandni Chowk Restaurant and Bamboo Cafe Chinese Restaurant, the more expensive restaurant is", Bamboo Cafe Chinese Restaurant
"Between Sushi Cafe and Brussels Bistro, the nearest restaurant is", Brussels Bistro
"You don't like expensive restaurants. If I were you, between Pho 88 Viet Thai Cuisine and Hue's Kitchen I would go to", Hue's Kitchen
"Between Aroma Espresso Bar and Flaky Tart, the more affordable restaurant is", Aroma Espresso Bar
"Between Kenzo Ramen and The Big Carrot, the restaurant at a smaller distance is", The Big Carrot
"Between The Grover Pub and Golden Joy Hakka Restaurant, the farthest restaurant is", The Grover Pub
"Between No Bull Burgers and Poorani Vilaas, the farthest restaurant is", No Bull Burgers
"Between Lahori Taste and Flaky Tart, the nearest restaurant is", Flaky Tart
"Between Zavida Coffee Roasters and Poorani Vilaas, the farthest restaurant is", Poorani Vilaas
"Someone doesn't like cheap restaurants. Between Vesta Lunch and Sakura Ichiban Restaurant, this person should go to", Sakura Ichiban Restaurant
"Someone doesn't like cheap restaurants. Between Vesta Lunch and Red Lobster, this person should go to", Red Lobster
"You are looking for an affordable restaurant. Between Epicure Cafe & Grill and L'Unita Enoteca, you should go to", Epicure Cafe & Grill
"Between Omg Oh My Gyro and Kenzo Ramen, the restaurant with higher price is", Kenzo Ramen
"Between Waterfront Deli and Brussels Bistro, the more affordable restaurant is", Waterfront Deli
"Between Richmond Kosher Bakery and Chinese Burger, the nearest restaurant is", Chinese Burger
"Between 808 Social and Tosto Quickfire Pizza Pasta, the more expensive restaurant is", Tosto Quickfire Pizza Pasta
"Between The Mountain Grill and Juice Bar and L'Unita Enoteca, the more affordable restaurant is", The Mountain Grill and Juice Bar
"Between The Big Carrot and Dim Sum King Seafood Restaurant, the restaurant with lower price is", Dim Sum King Seafood Restaurant
"Between Bibab Express and Populus, the more affordable restaurant is", Bibab Express
"Between Tosto Quickfire Pizza Pasta and Casey's Bar & Grill, the restaurant at a smaller distance is", Casey's Bar & Grill
"Between Barcelona Tavern and Pizzeria Libretto, the restaurant at a smaller distance is", Pizzeria Libretto
"I'm looking for an expensive restaurant. Between Kom Jug Yuen Restaurant and Kenzo Ramen, I should go to", Kenzo Ramen
"Between Kenzo Ramen and Pho Phuong, the farthest restaurant is", Pho Phuong
"Between Ichiban Sushi and Waterfront Deli, the restaurant with lower price is", Waterfront Deli
"Between Beach Fish House and Thobors Boulangerie Patisserie Café, the farthest restaurant is", Thobors Boulangerie Patisserie Café
"I don't like expensive restaurants. Between Waterfront Deli and Mymy Chicken, I should go to", Waterfront Deli
"You don't like expensive restaurants. If I were you, between Chandni Chowk Restaurant and Brussels Bistro I would go to", Chandni Chowk Restaurant
"Between City Fried Chicken and Pho Phuong, the restaurant at a greater distance is", Pho Phuong
"Between Vesta Lunch and Loaded Pierogi, the restaurant with lower price is", Vesta Lunch
"You don't like expensive restaurants. If I were you, between Hanoi Bistro and Richmond Kosher Bakery I would go to", Hanoi Bistro
"Between Cinnabon and Yes To Fresh, the restaurant at a smaller distance is", Yes To Fresh
"Between City Fried Chicken and Loaded Pierogi, the restaurant with higher price is", Loaded Pierogi
"Between Yes To Fresh and Epicure Cafe & Grill, the more expensive restaurant is", Epicure Cafe & Grill
"You don't like expensive restaurants. If I were you, between Thobors Boulangerie Patisserie Café and Shell I would go to", Thobors Boulangerie Patisserie Café
"Between Seoulicious and Cafe Cocoro, the restaurant with lower price is", Cafe Cocoro
"You don't like cheap restaurants. If I were you, between Kom Jug Yuen Restaurant and Brussels Bistro I would go to", Brussels Bistro
"Between Ferg's Bar & Grill and Chandni Chowk Restaurant, the more expensive restaurant is", Ferg's Bar & Grill
"Between Barcelona Tavern and Garden Restaurant, the restaurant at a greater distance is", Barcelona Tavern
"You don't like cheap restaurants. If I were you, between Shell and Ferg's Bar & Grill I would go to", Shell
"You are looking for an expensive restaurant. If I were you, between 808 Social and Bamboo Cafe Chinese Restaurant I would go to", Bamboo Cafe Chinese Restaurant
"Between Flaky Tart and Pho 88 Viet Thai Cuisine, the farthest restaurant is", Pho 88 Viet Thai Cuisine
"Between Waterfront Deli and Sushi Cafe, the nearest restaurant is", Waterfront Deli
"Between Peter's No Frills and The Big Carrot, the farthest restaurant is", Peter's No Frills
"Between Populus and Aroma Espresso Bar, the restaurant at a smaller distance is", Aroma Espresso Bar
"Between The Friendly Thai and Snakes & Lattes College, the restaurant at a smaller distance is", The Friendly Thai
"Between The Calvin Bar and Rol Jui Seafood Restaurant, the restaurant with lower price is", Rol Jui Seafood Restaurant
"I'm looking for an affordable restaurant. Between The World Carribean Bistro and Pizza Nova, I should go to", Pizza Nova
"Between Hero Certified Burgers and Zavida Coffee Roasters, the farthest restaurant is", Hero Certified Burgers
"Between Rol Jui Seafood Restaurant and Sunnyside Pavilion Cafe, the restaurant at a greater distance is", Rol Jui Seafood Restaurant
"You are looking for an affordable restaurant. Between Noah's Natural Foods and What A Bagel, you should go to", What A Bagel
"Between Loaded Pierogi and The World Carribean Bistro, the restaurant at a smaller distance is", The World Carribean Bistro
"Between Lahori Taste and Magic Oven, the farthest restaurant is", Lahori Taste
"Between The Calvin Bar and Epicure Cafe & Grill, the more affordable restaurant is", Epicure Cafe & Grill
"Between Rol Jui Seafood Restaurant and Ali Baba's Middle Eastern Cuisine, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Between Pho Phuong and Conviction, the restaurant with higher price is", Conviction
"You are looking for an expensive restaurant. Between Peter's No Frills and Seoulicious, you should go to", Seoulicious
"Between No Bull Burgers and Flaky Tart, the more expensive restaurant is", Flaky Tart
"You don't like expensive restaurants. If I were you, between Aroma Espresso Bar and Conviction I would go to", Aroma Espresso Bar
"Between Sushi Cafe and Noah's Natural Foods, the nearest restaurant is", Noah's Natural Foods
"Between Bamboo Cafe Chinese Restaurant and Dim Sum King Seafood Restaurant, the restaurant at a greater distance is", Dim Sum King Seafood Restaurant
"Between Cocina Economica and Ferg's Bar & Grill, the nearest restaurant is", Ferg's Bar & Grill
"Between Chandni Chowk Restaurant and Andrea's Gerrard Street Bakery, the restaurant with lower price is", Chandni Chowk Restaurant
"Between Pizza Nova and The Calvin Bar, the nearest restaurant is", Pizza Nova
"You don't like expensive restaurants. Between Sweet Trolley Bakery and Tosto Quickfire Pizza Pasta, you should go to", Sweet Trolley Bakery
"Between Cinnabon and Asuka Japanese Restaurant, the nearest restaurant is", Asuka Japanese Restaurant
"Between Kom Jug Yuen Restaurant and Richmond Kosher Bakery, the restaurant at a greater distance is", Richmond Kosher Bakery
"Someone is looking for an affordable restaurant. Between Shell and Yes To Fresh, this person should go to", Yes To Fresh
"Between The Big Carrot and Kom Jug Yuen Restaurant, the more expensive restaurant is", The Big Carrot
"Between Poorani Vilaas and Mong-Kut Thai, the farthest restaurant is", Mong-Kut Thai
"Between Casey's Bar & Grill and Hue's Kitchen, the more expensive restaurant is", Casey's Bar & Grill
"Between Yes To Fresh and Sushi Q, the restaurant with higher price is", Sushi Q
"Between Sushitto On the Road and Beach Fish House, the nearest restaurant is", Beach Fish House
"Between Ali Baba's Middle Eastern Cuisine and Pho Phuong, the more affordable restaurant is", Ali Baba's Middle Eastern Cuisine
"I'm looking for an expensive restaurant. Between No Bull Burgers and Brussels Bistro, I should go to", Brussels Bistro
"Between Rol Jui Seafood Restaurant and Yes To Fresh, the farthest restaurant is", Rol Jui Seafood Restaurant
"I don't like cheap restaurants. Between What A Bagel and Rol Jui Seafood Restaurant, I should go to", Rol Jui Seafood Restaurant
"Between Bibab Express and Seoulicious, the restaurant with higher price is", Seoulicious
"Between 808 Social and Brussels Bistro, the restaurant with higher price is", Brussels Bistro
"Between Tosto Quickfire Pizza Pasta and L'Unita Enoteca, the more affordable restaurant is", Tosto Quickfire Pizza Pasta
"Between Peter's No Frills and Ravi Soups, the more affordable restaurant is", Peter's No Frills
"I don't like cheap restaurants. Between Astoria Shish Kebob House and The Big Carrot, I should go to", The Big Carrot
"You are looking for an affordable restaurant. If I were you, between Riverdale Perk Cafe and Vesta Lunch I would go to", Vesta Lunch
"Between Kenzo Ramen and Cygnet Coffee, the more expensive restaurant is", Kenzo Ramen
"Between Cafe Cocoro and Flaky Tart, the more expensive restaurant is", Flaky Tart
"Between Garden Restaurant and Brussels Bistro, the restaurant with lower price is", Garden Restaurant
"Between Bamboo Cafe Chinese Restaurant and Hanoi Bistro, the restaurant at a smaller distance is", Bamboo Cafe Chinese Restaurant
"Between Thobors Boulangerie Patisserie Café and The Big Carrot, the more affordable restaurant is", Thobors Boulangerie Patisserie Café
"Between Poorani Vilaas and Sushitto On the Road, the more affordable restaurant is", Poorani Vilaas
"Between Cafe Cocoro and Astoria Shish Kebob House, the restaurant with lower price is", Cafe Cocoro
"You don't like cheap restaurants. If I were you, between Cinnabon and Bibab Express I would go to", Cinnabon
"Someone is looking for an expensive restaurant. Between Dim Sum King Seafood Restaurant and Brussels Bistro, this person should go to", Brussels Bistro
"Between Tosto Quickfire Pizza Pasta and Seoulicious, the restaurant at a smaller distance is", Tosto Quickfire Pizza Pasta
"Between Bibab Express and Casey's Bar & Grill, the more affordable restaurant is", Bibab Express
"You don't like expensive restaurants. If I were you, between Loaded Pierogi and The Big Carrot I would go to", Loaded Pierogi
"You are looking for an expensive restaurant. Between Sushi Cafe and Garden Restaurant, you should go to", Garden Restaurant
"Between Noah's Natural Foods and Second Cup, the nearest restaurant is", Second Cup
"Between Lahori Taste and Rol Jui Seafood Restaurant, the nearest restaurant is", Rol Jui Seafood Restaurant
"You are looking for an affordable restaurant. If I were you, between Sushi Cafe and Astoria Shish Kebob House I would go to", Sushi Cafe
"Between Ali's Tandoori Curry House and Sunnyside Pavilion Cafe, the farthest restaurant is", Ali's Tandoori Curry House
"Between What A Bagel and Rol Jui Seafood Restaurant, the restaurant with lower price is", What A Bagel
"Between Kingsmen Pub & Grill and Le Tibet, the nearest restaurant is", Kingsmen Pub & Grill
"Between Cocina Economica and What A Bagel, the farthest restaurant is", Cocina Economica
"Between Asuka Japanese Restaurant and Sushitto On the Road, the farthest restaurant is", Sushitto On the Road
"Between Waterfront Deli and 808 Social, the farthest restaurant is", 808 Social
"Between The Calvin Bar and Vesta Lunch, the restaurant at a smaller distance is", Vesta Lunch
"Between Beach Fish House and Kenzo Ramen, the farthest restaurant is", Kenzo Ramen
"Between Flaky Tart and Conviction, the restaurant with higher price is", Conviction
"You are looking for an affordable restaurant. If I were you, between Chandni Chowk Restaurant and Flaky Tart I would go to", Chandni Chowk Restaurant
"Between Hanoi Bistro and Mong-Kut Thai, the more expensive restaurant is", Mong-Kut Thai
"You don't like cheap restaurants. If I were you, between Hue's Kitchen and Conviction I would go to", Conviction
"Between Ravi Soups and Shell, the more expensive restaurant is", Shell
"You don't like expensive restaurants. Between Richmond Kosher Bakery and Shell, you should go to", Richmond Kosher Bakery
"Between What A Bagel and Ravi Soups, the more affordable restaurant is", What A Bagel
"Between Richmond Kosher Bakery and Bibab Express, the farthest restaurant is", Richmond Kosher Bakery
"You don't like cheap restaurants. Between Sauce on the Danforth and Le Tibet, you should go to", Sauce on the Danforth
"Between United Bakers Dairy Restaurant and Barcelona Tavern, the farthest restaurant is", Barcelona Tavern
"Between Chandni Chowk Restaurant and Asuka Japanese Restaurant, the more affordable restaurant is", Chandni Chowk Restaurant
"Between Le Tibet and Barcelona Tavern, the more affordable restaurant is", Le Tibet
"Between Cygnet Coffee and Zavida Coffee Roasters, the farthest restaurant is", Cygnet Coffee
"Someone doesn't like expensive restaurants. Between Brussels Bistro and Red Lobster, this person should go to", Red Lobster
"Between Ace's Place Bar Grill Hub and Hanoi Bistro, the more expensive restaurant is", Ace's Place Bar Grill Hub
"Between Rol Jui Seafood Restaurant and The Big Carrot, the restaurant with lower price is", Rol Jui Seafood Restaurant
"Between Shell and 808 Social, the more affordable restaurant is", 808 Social
"Between Astoria Shish Kebob House and Sushi Cafe, the more expensive restaurant is", Astoria Shish Kebob House
"You are looking for an affordable restaurant. If I were you, between Populus and Golden Joy Hakka Restaurant I would go to", Golden Joy Hakka Restaurant
"Between Waterfront Deli and Sushi Cafe, the farthest restaurant is", Sushi Cafe
"You are looking for an expensive restaurant. If I were you, between Sweet Trolley Bakery and Hero Certified Burgers I would go to", Hero Certified Burgers
"Between Poorani Vilaas and Casey's Bar & Grill, the restaurant with lower price is", Poorani Vilaas
"Someone is looking for an expensive restaurant. Between Sushi Cafe and Pho 88 Viet Thai Cuisine, this person should go to", Pho 88 Viet Thai Cuisine
"Between Sushi Cafe and King Palace, the restaurant with higher price is", King Palace
"Between Le Tibet and Kanga Pies, the more affordable restaurant is", Le Tibet
"Between Sauce on the Danforth and Bamboo Cafe Chinese Restaurant, the farthest restaurant is", Sauce on the Danforth
"Between Starbucks and Waterfront Deli, the restaurant at a greater distance is", Starbucks
"Between Omg Oh My Gyro and Cinnabon, the restaurant with higher price is", Cinnabon
"Between Sushi Cafe and Mymy Chicken, the more expensive restaurant is", Mymy Chicken
"Between The Big Carrot and Pho 88 Viet Thai Cuisine, the restaurant at a smaller distance is", The Big Carrot
"Between Sushitto On the Road and Yes To Fresh, the more affordable restaurant is", Yes To Fresh
"Between The Porch Toronto and Chandni Chowk Restaurant, the restaurant at a smaller distance is", The Porch Toronto
"Someone is looking for an expensive restaurant. Between Kom Jug Yuen Restaurant and Brussels Bistro, this person should go to", Brussels Bistro
"Between Ichiban Sushi and Rajput's Bistro 111, the farthest restaurant is", Ichiban Sushi
"Between The Porch Toronto and Snakes & Lattes College, the restaurant at a smaller distance is", The Porch Toronto
"Between Riverdale Perk Cafe and Omg Oh My Gyro, the restaurant with lower price is", Omg Oh My Gyro
"You are looking for an expensive restaurant. If I were you, between Ichiban Sushi and The Calvin Bar I would go to", The Calvin Bar
"Between King Palace and Mymy Chicken, the farthest restaurant is", Mymy Chicken
"Between Cygnet Coffee and The Calvin Bar, the more expensive restaurant is", The Calvin Bar
"Someone doesn't like cheap restaurants. Between Conviction and City Fried Chicken, this person should go to", Conviction
"Between Le Tibet and Ace's Place Bar Grill Hub, the restaurant with higher price is", Ace's Place Bar Grill Hub
"You are looking for an expensive restaurant. If I were you, between Gorhegorhe and Ace's Place Bar Grill Hub I would go to", Gorhegorhe
"Between Sweet Trolley Bakery and Sushitto On the Road, the more affordable restaurant is", Sweet Trolley Bakery
"I'm looking for an expensive restaurant. Between Bibab Express and Sunnyside Pavilion Cafe, I should go to", Sunnyside Pavilion Cafe
"Between Peter's No Frills and Snakes & Lattes College, the more affordable restaurant is", Peter's No Frills
"You don't like cheap restaurants. Between Conviction and Golden Joy Hakka Restaurant, you should go to", Conviction
"Between Riverdale Perk Cafe and Ali Baba's Middle Eastern Cuisine, the restaurant with higher price is", Riverdale Perk Cafe
"Between Shell and Ichiban Sushi, the restaurant at a greater distance is", Ichiban Sushi
"Between Sweet Trolley Bakery and Rol Jui Seafood Restaurant, the restaurant with lower price is", Sweet Trolley Bakery
"You are looking for an expensive restaurant. If I were you, between The Big Carrot and United Bakers Dairy Restaurant I would go to", The Big Carrot
"I'm looking for an affordable restaurant. Between Bulk Barn and Brussels Bistro, I should go to", Bulk Barn
"Between Xawaash and Ali's Tandoori Curry House, the farthest restaurant is", Ali's Tandoori Curry House
"Between Pizza Nova and Bibab Express, the nearest restaurant is", Bibab Express
"Between Vesta Lunch and Magic Oven, the restaurant with lower price is", Vesta Lunch
"Someone doesn't like expensive restaurants. Between L'Unita Enoteca and Le Tibet, this person should go to", Le Tibet
"You are looking for an expensive restaurant. Between Omg Oh My Gyro and King Palace, you should go to", King Palace
"Between Epicure Cafe & Grill and Aroma Espresso Bar, the restaurant at a greater distance is", Epicure Cafe & Grill
"Between Noah's Natural Foods and Brussels Bistro, the more affordable restaurant is", Noah's Natural Foods
"I'm looking for an expensive restaurant. Between Tosto Quickfire Pizza Pasta and Gorhegorhe, I should go to", Gorhegorhe
"Between Bamboo Cafe Chinese Restaurant and Pho Phuong, the nearest restaurant is", Bamboo Cafe Chinese Restaurant
"I don't like expensive restaurants. Between The Grover Pub and The Calvin Bar, I should go to", The Grover Pub
"Someone is looking for an expensive restaurant. Between Barcelona Tavern and Cafe Cocoro, this person should go to", Barcelona Tavern
"Between Cocina Economica and Andrea's Gerrard Street Bakery, the restaurant at a smaller distance is", Andrea's Gerrard Street Bakery
"Between Sauce on the Danforth and Asuka Japanese Restaurant, the restaurant at a smaller distance is", Asuka Japanese Restaurant
"Between Riverdale Perk Cafe and Waterfront Deli, the restaurant with lower price is", Waterfront Deli
"Between Pizzeria Libretto and What A Bagel, the restaurant at a greater distance is", What A Bagel
"Between Seoulicious and Bamboo Cafe Chinese Restaurant, the restaurant at a smaller distance is", Bamboo Cafe Chinese Restaurant
"Between Dim Sum King Seafood Restaurant and Conviction, the restaurant with lower price is", Dim Sum King Seafood Restaurant
"Between Sushi Cafe and Chinese Burger, the more affordable restaurant is", Sushi Cafe
"Between Shell and Waterfront Deli, the more expensive restaurant is", Shell
"Between Pizza Nova and Sushitto On the Road, the restaurant with lower price is", Pizza Nova
"Between Hue's Kitchen and City Fried Chicken, the restaurant at a smaller distance is", City Fried Chicken
"Between Andrea's Gerrard Street Bakery and Bibab Express, the restaurant with higher price is", Andrea's Gerrard Street Bakery
"Between Waterfront Deli and Cinnabon, the nearest restaurant is", Waterfront Deli
"You don't like expensive restaurants. If I were you, between Second Cup and Omg Oh My Gyro I would go to", Omg Oh My Gyro
"Between Hue's Kitchen and Barcelona Tavern, the restaurant with higher price is", Barcelona Tavern
"Between Pizzeria Libretto and No Bull Burgers, the restaurant at a greater distance is", No Bull Burgers
"Between Lahori Taste and Flaky Tart, the restaurant with lower price is", Lahori Taste
"Between Rajput's Bistro 111 and Richmond Kosher Bakery, the farthest restaurant is", Richmond Kosher Bakery
"Between Ali Baba's Middle Eastern Cuisine and Lahori Taste, the more expensive restaurant is", Lahori Taste
"Between 808 Social and Loaded Pierogi, the restaurant with lower price is", 808 Social
"Between Epicure Cafe & Grill and The Porch Toronto, the restaurant at a smaller distance is", The Porch Toronto
"Between Waterfront Deli and Mong-Kut Thai, the restaurant with lower price is", Waterfront Deli
"Between Brussels Bistro and Vesta Lunch, the more expensive restaurant is", Brussels Bistro
"I'm looking for an expensive restaurant. Between Cinnabon and Poorani Vilaas, I should go to", Cinnabon
"Between Poorani Vilaas and Kenzo Ramen, the restaurant with lower price is", Poorani Vilaas
"Between Epicure Cafe & Grill and Ravi Soups, the restaurant at a greater distance is", Epicure Cafe & Grill
"Someone is looking for an expensive restaurant. Between Epicure Cafe & Grill and Pizza Nova, this person should go to", Epicure Cafe & Grill
"I'm looking for an expensive restaurant. Between Hue's Kitchen and Sakura Ichiban Restaurant, I should go to", Sakura Ichiban Restaurant
"Between Noah's Natural Foods and Cygnet Coffee, the more affordable restaurant is", Cygnet Coffee
"Between Conviction and Bibab Express, the restaurant at a greater distance is", Conviction
"Between Kenzo Ramen and Bamboo Cafe Chinese Restaurant, the restaurant at a smaller distance is", Bamboo Cafe Chinese Restaurant
"Between Le Tibet and Flaky Tart, the more affordable restaurant is", Le Tibet
"You are looking for an affordable restaurant. If I were you, between Cocina Economica and Cafe Cocoro I would go to", Cafe Cocoro
"Someone is looking for an affordable restaurant. Between Richmond Kosher Bakery and Chandni Chowk Restaurant, this person should go to", Chandni Chowk Restaurant
"I'm looking for an affordable restaurant. Between Bulk Barn and What A Bagel, I should go to", What A Bagel
"Between Pho 88 Viet Thai Cuisine and Peter's No Frills, the more affordable restaurant is", Peter's No Frills
"Between United Bakers Dairy Restaurant and Flaky Tart, the restaurant at a smaller distance is", Flaky Tart
"You are looking for an affordable restaurant. Between Seoulicious and Sushi Cafe, you should go to", Sushi Cafe
"Between The Grover Pub and The Friendly Thai, the nearest restaurant is", The Friendly Thai
"Between Xawaash and L'Unita Enoteca, the restaurant with lower price is", Xawaash
"Between Aroma Espresso Bar and The Grover Pub, the nearest restaurant is", Aroma Espresso Bar
"Between Andrea's Gerrard Street Bakery and Riverdale Perk Cafe, the restaurant at a greater distance is", Riverdale Perk Cafe
"Between Noah's Natural Foods and Andrea's Gerrard Street Bakery, the farthest restaurant is", Noah's Natural Foods
"Between Athletes Kitchen and Sweet Trolley Bakery, the restaurant with lower price is", Sweet Trolley Bakery
"Between Chinese Burger and Pita Lite, the restaurant with higher price is", Chinese Burger
"I'm looking for an expensive restaurant. Between Xawaash and Le Tibet, I should go to", Xawaash
"Someone doesn't like expensive restaurants. Between The World Carribean Bistro and Ali Baba's Middle Eastern Cuisine, this person should go to", Ali Baba's Middle Eastern Cuisine
"Between Barcelona Tavern and City Fried Chicken, the more affordable restaurant is", City Fried Chicken
"Between Epicure Cafe & Grill and Sweet Trolley Bakery, the restaurant with lower price is", Sweet Trolley Bakery
"Between Shell and Astoria Shish Kebob House, the restaurant with higher price is", Shell
"Between Casey's Bar & Grill and The Big Carrot, the restaurant with higher price is", The Big Carrot
"Between United Bakers Dairy Restaurant and Pita Lite, the restaurant with lower price is", Pita Lite
"Someone is looking for an expensive restaurant. Between Sushi Q and City Fried Chicken, this person should go to", Sushi Q
"Between Athletes Kitchen and Chinese Burger, the restaurant at a greater distance is", Athletes Kitchen
"Between No Bull Burgers and Andrea's Gerrard Street Bakery, the restaurant at a greater distance is", No Bull Burgers
"Between Cinnabon and Flaky Tart, the restaurant with lower price is", Cinnabon
"Someone is looking for an affordable restaurant. Between Pizza Nova and The Mountain Grill and Juice Bar, this person should go to", Pizza Nova
"Between Pho Phuong and Peter's No Frills, the nearest restaurant is", Peter's No Frills
"I don't like expensive restaurants. Between Tosto Quickfire Pizza Pasta and Sushi Cafe, I should go to", Sushi Cafe
"Between Hanoi Bistro and Xawaash, the restaurant with lower price is", Hanoi Bistro
"Between Gorhegorhe and Hue's Kitchen, the restaurant with lower price is", Hue's Kitchen
"Between Chinese Burger and 808 Social, the restaurant with higher price is", Chinese Burger
"Between Sushi Q and The Calvin Bar, the nearest restaurant is", Sushi Q
"Between Bulk Barn and Peter's No Frills, the more affordable restaurant is", Peter's No Frills
"Between Hero Certified Burgers and Gorhegorhe, the farthest restaurant is", Hero Certified Burgers
"Between Sakura Ichiban Restaurant and Kenzo Ramen, the restaurant at a smaller distance is", Sakura Ichiban Restaurant
"Someone is looking for an affordable restaurant. Between The World Carribean Bistro and L'Unita Enoteca, this person should go to", The World Carribean Bistro
"Between Magic Oven and Golden Joy Hakka Restaurant, the restaurant with lower price is", Golden Joy Hakka Restaurant
"Between The Calvin Bar and Chinese Burger, the more expensive restaurant is", The Calvin Bar
"Between Aroma Espresso Bar and Hanoi Bistro, the restaurant with lower price is", Hanoi Bistro
"Between Populus and Kenzo Ramen, the restaurant at a smaller distance is", Kenzo Ramen
"You don't like expensive restaurants. Between Ferg's Bar & Grill and Sweet Trolley Bakery, you should go to", Sweet Trolley Bakery
"Between Gorhegorhe and Loaded Pierogi, the restaurant at a smaller distance is", Gorhegorhe
"Between Peter's No Frills and The Calvin Bar, the more expensive restaurant is", The Calvin Bar
"Between Pizzeria Libretto and Riverdale Perk Cafe, the restaurant at a smaller distance is", Pizzeria Libretto
"I don't like cheap restaurants. Between Rol Jui Seafood Restaurant and Brussels Bistro, I should go to", Brussels Bistro
"Between The Calvin Bar and Kanga Pies, the restaurant with higher price is", The Calvin Bar
"Between Ferg's Bar & Grill and Athletes Kitchen, the nearest restaurant is", Ferg's Bar & Grill
"Between Flaky Tart and Tosto Quickfire Pizza Pasta, the restaurant at a greater distance is", Tosto Quickfire Pizza Pasta
"Between Snakes & Lattes College and Vesta Lunch, the restaurant at a smaller distance is", Vesta Lunch
"Between What A Bagel and Mymy Chicken, the restaurant at a greater distance is", Mymy Chicken
"Someone doesn't like expensive restaurants. Between Dim Sum King Seafood Restaurant and Omg Oh My Gyro, this person should go to", Omg Oh My Gyro
"Between Aroma Espresso Bar and The Mountain Grill and Juice Bar, the restaurant at a smaller distance is", Aroma Espresso Bar
"You don't like expensive restaurants. Between 808 Social and Kingsmen Pub & Grill, you should go to", 808 Social
"Between Astoria Shish Kebob House and Golden Joy Hakka Restaurant, the restaurant at a greater distance is", Astoria Shish Kebob House
"Between Bulk Barn and Bamboo Cafe Chinese Restaurant, the nearest restaurant is", Bamboo Cafe Chinese Restaurant
"Between Thobors Boulangerie Patisserie Café and The Calvin Bar, the more expensive restaurant is", The Calvin Bar
"Between Pizza Nova and Magic Oven, the more affordable restaurant is", Pizza Nova
"Between Casey's Bar & Grill and Conviction, the restaurant with lower price is", Casey's Bar & Grill
"Between Xawaash and Snakes & Lattes College, the restaurant at a smaller distance is", Xawaash
"Between Astoria Shish Kebob House and Flaky Tart, the restaurant at a smaller distance is", Flaky Tart
"Between Peter's No Frills and Conviction, the more affordable restaurant is", Peter's No Frills
"Between Sushi Q and Bamboo Cafe Chinese Restaurant, the farthest restaurant is", Sushi Q
"Between The Mountain Grill and Juice Bar and Waterfront Deli, the more affordable restaurant is", Waterfront Deli
"Between Vesta Lunch and The World Carribean Bistro, the more affordable restaurant is", Vesta Lunch
"Between Zavida Coffee Roasters and Poorani Vilaas, the more expensive restaurant is", Zavida Coffee Roasters
"Between Ravi Soups and Mymy Chicken, the restaurant at a smaller distance is", Ravi Soups
"You don't like cheap restaurants. If I were you, between The Grover Pub and Bibab Express I would go to", The Grover Pub
"I'm looking for an expensive restaurant. Between Sakura Ichiban Restaurant and Kom Jug Yuen Restaurant, I should go to", Sakura Ichiban Restaurant
"Between Kom Jug Yuen Restaurant and Snakes & Lattes College, the more expensive restaurant is", Snakes & Lattes College
"Between Flaky Tart and Cinnabon, the restaurant at a greater distance is", Cinnabon
"Between Le Tibet and Kingsmen Pub & Grill, the more affordable restaurant is", Le Tibet
"Between The Friendly Thai and Hanoi Bistro, the restaurant with lower price is", Hanoi Bistro
"Between Peter's No Frills and Shell, the restaurant with lower price is", Peter's No Frills
"Between United Bakers Dairy Restaurant and Bamboo Cafe Chinese Restaurant, the nearest restaurant is", Bamboo Cafe Chinese Restaurant
"Between Lahori Taste and Cafe Cocoro, the more affordable restaurant is", Cafe Cocoro
"You are looking for an affordable restaurant. Between Omg Oh My Gyro and Kanga Pies, you should go to", Omg Oh My Gyro
"Between Loaded Pierogi and Peter's No Frills, the restaurant with lower price is", Peter's No Frills
"Between Sushi Cafe and Asuka Japanese Restaurant, the more affordable restaurant is", Sushi Cafe
"Between Second Cup and Sushitto On the Road, the restaurant at a greater distance is", Sushitto On the Road
"You don't like cheap restaurants. Between Cinnabon and Gorhegorhe, you should go to", Gorhegorhe
"Between Garden Restaurant and Le Tibet, the restaurant with higher price is", Garden Restaurant
"Between Garden Restaurant and Hue's Kitchen, the more affordable restaurant is", Hue's Kitchen
"Between Omg Oh My Gyro and Loaded Pierogi, the restaurant with lower price is", Omg Oh My Gyro
"Between Poorani Vilaas and Sunnyside Pavilion Cafe, the more affordable restaurant is", Poorani Vilaas
