,prompt,answer,top_predictions,score
363,"Q: Is the following sentence plausible? ""Amari Cooper scored a penalty kick.""
A: The answer is ->",no,"['no', 'yes', 'o', 'football', 'No']",True
364,"Q: Is the following sentence plausible? ""John Tavares went five hole.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
365,"Q: Is the following sentence plausible? ""Brandon Woodruff set the hard screen in the Eastern Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
366,"Q: Is the following sentence plausible? ""Damian Lillard called for the screen in the Eastern Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'yeah', 'Yes', 'es']",True
367,"Q: Is the following sentence plausible? ""Andres Iniesta was called for icing in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'football']",True
368,"Q: Is the following sentence plausible? ""Andrew Wiggins airballed the shot.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
369,"Q: Is the following sentence plausible? ""Mika Zibanejad went for it on fourth down.""
A: The answer is ->",no,"['no', 'yes', 'No', 'football', 'o']",True
370,"Q: Is the following sentence plausible? ""Kevin Durant walked to first base.""
A: The answer is ->",no,"['no', 'basketball', 'yes', 'baseball', 'o']",True
371,"Q: Is the following sentence plausible? ""Nick Castellanos hit the wheel route.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'yeah', 'No']",True
372,"Q: Is the following sentence plausible? ""Keenan Allen drew a flag on the play in the NFC championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
373,"Q: Is the following sentence plausible? ""David Villa shot a free throw.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
374,"Q: Is the following sentence plausible? ""Timo Meier took a backhand shot in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
375,"Q: Is the following sentence plausible? ""Caris LeVert scored a reverse dunk.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
376,"Q: Is the following sentence plausible? ""Anthony Davis beat the buzzer.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
377,"Q: Is the following sentence plausible? ""Zach Werenski shot the puck.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'yeah']",True
378,"Q: Is the following sentence plausible? ""Evgeni Malkin took a three.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'No', 'o']",True
379,"Q: Is the following sentence plausible? ""Patrice Bergeron took to the ice.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
380,"Q: Is the following sentence plausible? ""Aaron Nola converted the first down.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'n']",True
381,"Q: Is the following sentence plausible? ""Mike Conley called for the screen.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
382,"Q: Is the following sentence plausible? ""Wesley Sneijder got on base in the American League Championship Series.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'o', 'football']",True
383,"Q: Is the following sentence plausible? ""Tom Wilson hit the back shoulder fade.""
A: The answer is ->",no,"['no', 'yes', 'football', 'No', 'hockey']",True
384,"Q: Is the following sentence plausible? ""Franmil Reyes was caught in a rundown.""
A: The answer is ->",yes,"['yes', 'no', 'yeah', 'es', 'YES']",True
385,"Q: Is the following sentence plausible? ""Brayden Schenn scored a corner kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'Yes', 'yeah']",True
386,"Q: Is the following sentence plausible? ""Kevin Durant scored the easy layup.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
387,"Q: Is the following sentence plausible? ""Jayson Tatum nutmegged the defender.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'No', 'o']",True
388,"Q: Is the following sentence plausible? ""Trent Grisham scored a touchdown.""
A: The answer is ->",no,"['no', 'yes', 'yeah', 'Yes', 'es']",True
389,"Q: Is the following sentence plausible? ""Philipp Lahm threw a touchdown.""
A: The answer is ->",no,"['no', 'yes', 'football', 'soccer', 'No']",True
390,"Q: Is the following sentence plausible? ""LeBron James took a corner kick.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'No', 'soccer']",True
391,"Q: Is the following sentence plausible? ""Blake Wheeler maradona\'d the defender in the Champions Leage Semifinal.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'o', 'No']",True
392,"Q: Is the following sentence plausible? ""Marvin Jones lost control of the puck.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'football']",True
393,"Q: Is the following sentence plausible? ""Philip Rivers headed back to the dugout.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
394,"Q: Is the following sentence plausible? ""Pedro was perfect from the line in the Eastern Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
395,"Q: Is the following sentence plausible? ""Petr Cech bricked the three pointer.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
396,"Q: Is the following sentence plausible? ""Darius Garland\xc2\xa0 shot from beyond the arc.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
397,"Q: Is the following sentence plausible? ""Connor McDavid threw a touchdown in the NFC divisional round.""
A: The answer is ->",no,"['no', 'yes', 'No', 'football', 'o']",True
398,"Q: Is the following sentence plausible? ""Yoan Moncada flew out to center.""
A: The answer is ->",yes,"['yes', 'no', 'baseball', 'yeah', 'es']",True
399,"Q: Is the following sentence plausible? ""Kailer Yamamoto performed a slide tackle in the European Cup.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'hockey', 'o']",True
400,"Q: Is the following sentence plausible? ""Shai Gilgeous-Alexander hit nothing but net.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'yeah', 'Yes']",True
401,"Q: Is the following sentence plausible? ""Santi Cazorla called for the screen.""
A: The answer is ->",no,"['no', 'yes', 'No', 'soccer', 'o']",True
402,"Q: Is the following sentence plausible? ""Alex Pietrangelo backhanded a shot.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
403,"Q: Is the following sentence plausible? ""Mikal Bridges scored a windmill dunk.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
404,"Q: Is the following sentence plausible? ""Andrei Svechnikov took ball four.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
405,"Q: Is the following sentence plausible? ""Cale Makar hit into a double play.""
A: The answer is ->",no,"['no', 'yes', 'No', 'baseball', 'NO']",True
406,"Q: Is the following sentence plausible? ""Myles Turner committed a blocking foul.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
